Judul,Jenis Jurnal
PERAN KOMUNIKASI INTERPERSONAL ORANG TUA DAN GURU SISWA SLB (SEKOLAH LUAR BIASA) DALAM PEMBELAJARAN DARING SELAMA PANDEMI COVID–19,penelitian
Peran Layanan Digital bagi UMKM dalam Mendorong Peningkatan Inklusi Keuangan,penelitian
Peran New Media Dalam Menciptakan Daya Tarik Wisata Indonesia Bagi Warga Negara Korea Selatan,penelitian
Peranan Mata Pelajaran Al-Islam Terhadap Moralitas Siswa SMP Muhammadiyah 14 Paciran: Peranan Mata Pelajaran Al-Islam Terhadap Moralitas Siswa SMP Muhammadiyah 14 Paciran,penelitian
Peranan pernikahan satu etnis bagi masyarakat Tionghoa,penelitian
Perancangan  User  Interface  Aplikasi  Pemodelan  Perangkat Lunak Menggunakan Metode User Centered Design  ,penelitian
Perancangan Animasi tentang Sosialisasi Kembali Bersekolah bagi Anak di Pasca Pandemi menggunakan Teknik Motion Graphic,penelitian
Perancangan Animasi tentang Sosialisasi Kembali Bersekolah bagi Anak di Pasca Pandemi menggunakan Teknik Motion Graphic,penelitian
PERANCANGAN BUKU ENSIKLOPEDIA ILUSTRASI PESAWAT TNI-AU WING UDARA 1 LANUD HALIM PERDANAKUSUMA JAKARTA,penelitian
PERANCANGAN BUKU ILUSTRASI “LEGENDA NIAN” DI BALIK SEJARAH TAHUN BARU IMLEK KEPADA ANAK USIA 9-10 TAHUN,penelitian
Perancangan Buku Ilustrasi Barongsai sebagai Media Pengenalan Kesenian Barongsai,penelitian
PERANCANGAN BUKU ILUSTRASI GREBEG BESAR DI DEMAK SEBAGAI MEDIA PENGENALAN BUDAYA PADA ANAK,penelitian
PERANCANGAN BUKU ILUSTRASI PANDAWA DALAM GAYA CHIBI SEBAGAI MEDIA EDUKASI DAN MEDIA PELESTARIAN PEWAYANGAN,penelitian
Perancangan Buku Ilustrasi Resep Jajanan Tradisional Jawa Tengah sebagai Bentuk Upaya Pelestarian Budaya,penelitian
Perancangan Buku Ilustrasi Tradisi Dongzhi sebagai Upaya untuk Mempererat Komunikasi dalam Keluarga,penelitian
PERANCANGAN BUKU ILUSTRASI UNTUK MENGENALKAN SOSOK SYEKH AHMAD MUTAMAKKIN DI KOTA PATI,penelitian
PERANCANGAN COMPANY PROFILE HOTEL SAHID JAYA SOLO,penelitian
Perancangan Dan Impelementasi Sistem Pengukuran Kepuasan Mahasiswa Terhadap Sarana Prasarana Kampus Universitas Dian Nuswantoro Berbasis Web,penelitian
PERANCANGAN DESAIN KARAKTER SAKUYA DENGAN PENDEKATAN METODE MANGA MATRIX,penelitian
Perancangan Enterprise Architecture Sistem Informasi dengan Menggunakan Framework TOGAF ADM pada CV. Garam Cemerlang,penelitian
"Perancangan Enterprise Architecture Sistem Informasi dengan Menggunakan Framework TOGAF ADM pada CV. Garam Cemerlang. JOINS (Journal of Information System), 4 (2), 148–156",penelitian
Perancangan Enterprise Architecture Sistem Informasi E-Commerce Pada Toko Wingko & Bandeng Presto Super Vit Menggunakan Zachman Framework,penelitian
Perancangan Enterprise Arsitektur Sistem Informasi Manajemen Aset Menggunakan Kerangka Zachman Pada Rumah Sakit Jiwa daerah Dr. Amino Gondohutomo Semarang,penelitian
PERANCANGAN IKLAN KOMERSIAL UNTUK MENGENALKAN BATIK EKA DI KOTA SEMARANG,penelitian
PERANCANGAN IKLAN LAYANAN MASYARAKAT MENGENAL DAN MENJAGA KESEHATAN MENTAL REMAJA DI KOTA SEMARANG,penelitian
PERANCANGAN IKLAN LAYANAN MASYARAKAT PEKERJA ANAK DIBAWAH UMUR PROVINSI RIAU UNTUK MENGURANGI PENINGKATAN PEKERJA ANAK DI PROVINSI RIAU,penelitian
PERANCANGAN INFOGRAFIS KESEHATAN MENTAL BAGI PENYANDANG SKOLIOSIS MENGGUNAKAN ACUAN SKEMA WARNA BIVARIATE MAP,penelitian
"PERANCANGAN JARINGAN RANTAI PASOK SAMPAH ORGANIK MENJADI PAKAN TERNAK LELE YANG OPTIMAL (Studi Kasus: Nusantara Recycling Center dan Kelurahan Kalipancur, Semarang)",penelitian
PERANCANGAN KATALOG KITCHEN EQUIPMENT PT NAYATI INDONESIA UNTUK MENUNJANG PERLUASAN PEMASARAN DI INDONESIA,penelitian
Perancangan Katalog Produk Immanuel Baby Shop dengan Fotografi Desain untuk Memperluas Pasar,penelitian
Perancangan Komik Strip Digital Sebagai Media Promosi Instagram Komik Patah Hati Oleh Yogadanu,penelitian
Perancangan Komik Strip Tokoh Mitologi Nagagini Bertema Pandemi Di Rumah Aja,penelitian
Perancangan Komunikasi Visual Boardgame Mengenal 25 Rasul Dalam Islam,penelitian
Perancangan Manajemen Insiden pada Layanan Teknologi Informasi Inventory Menggunakan Framework ITIL Versi3 (Studi Kasus: PT. Genta Semar Mandiri Semarang),penelitian
PERANCANGAN MEDIA KOMUNIKASI VISUAL UNTUK  KELAS “STORY MAKER” DI ROBOKIDZ PANDANARAN ,penelitian
PERANCANGAN MEDIA PEMBELAJARAN UNTUK MENGENALKAN BASIC ENGLISH GRAMMAR MELALUI ANIMASI MOTION GRAPHIC UNTUK PELAJAR SMA SMK,penelitian
PERANCANGAN MEDIA PEMBELAJARAN UNTUK MENGENALKAN BASIC ENGLISH GRAMMAR MELALUI ANIMASI MOTION GRAPHIC UNTUK PELAJAR SMA/SMK,penelitian
PERANCANGAN MEDIA PROMOSI BASHAY COLLECTION UNTUK MEMPERLUAS JARINGAN KONSUMEN,penelitian
PERANCANGAN MEDIA PROMOSI CLOTHING LITOCOS KENDAL UNTUK MEMPERLUAS PASAR PADA ANAK-ANAK MUDA,penelitian
PERANCANGAN MEDIA PROMOSI DESA WISATA ALAMENDAH DI KABUPATEN BANDUNG UNTUK MEMPERLUAS JANGKAUAN PASAR,penelitian
Perancangan Media Promosi E-Commerce Kalcare melalui Desain Grafis,penelitian
PERANCANGAN MEDIA PROMOSI HANDS ON COMMUNITY BAKINGAND COOKING COURSE DI SEMARANG,penelitian
Perancangan Media Promosi Senantiasa Coffee To Go Semarang Untuk Menarik Konsumen,penelitian
PERANCANGAN MEDIA PROMOSI UNTUK MEMPERKENALKAN WISATA HUTAN KONSERVASI SIGOTAK DI KABUPATEN PURBALINGGA,penelitian
PERANCANGAN MEDIA PROMOSI UNTUK MENINGKATKAN PENJUALAN PADA RUANG MINUM,penelitian
PERANCANGAN MEDIA PROMOSI WISATA PULAU TIBAN DI KABUPATEN KENDAL,penelitian
PERANCANGAN MEDIA SOSIALISASI CARA DETEKSI DINI KANKER PAYUDARA DI KOTA SEMARANG,penelitian
PERANCANGAN MEDIA UNTUK MENARIK MINAT ANAK TERHADAP SEJARAH PASAR TRADISIONAL JOHAR DI KOTA SEMARANG MELALUI GAME,penelitian
Perancangan Model Kognitif untuk Antarmuka Pengguna dalam Permainan Pembelajaran Bahasa Mandarin,penelitian
Perancangan Motif Batik Papua Dengan Karakter Burung Kasuari Dan Mambruk,penelitian
PERANCANGAN MOTION GRAPHIC SEBAGAI MEDIA SOSIALISASI PROGRAM INDONESIA DIGITAL TRIBE (IDT),penelitian
PERANCANGAN PETA WISATA GRAND MAERAKACA SEBAGAI PENGEMBANGAN IDENTITAS PARIWISATA,penelitian
PERANCANGAN PETA WISATA GRAND MAERAKACA SEBAGAI PENGEMBANGAN IDENTITAS PARIWISATA,penelitian
Perancangan ruang pamer digital dalam media virtual reality sebagai upaya menyediakan ruang pamer interaktif,penelitian
PERANCANGAN SIGN SYSTEM PADA OBYEK WISATA PANTAI MUARAREJA INDAH,penelitian
Perancangan Sistem Prediksi Kelulusan Mahasiswa Universitas Dian Nuswantoro Menggunakan Unified Modelling Language,penelitian
PERANCANGAN TYPEFACE “MANTINGAN FONT” DAN SIGN SYSTEM BERBASIS ORNAMEN MASJID MANTINGAN DI KABUPATEN JEPARA,penelitian
PERANCANGAN UI WEBSITE E-COMMERCE SEBAGAI MEDIA PENJUALAN ONLINE PT HONEY INTERNATIONAL,penelitian
Perancangan Ulang Corporate Identity Angkringan 88 Semarang,penelitian
PERANCANGAN ULANG CORPORATE IDENTITY PT. HORIZON INTERNATIONAL,penelitian
PERANCANGAN ULANG IDENTITAS VISUAL CAFÉ SEWIJI COFFEE PEKALONGAN,penelitian
PERANCANGAN ULANG IDENTITAS VISUAL KEBAB SULTAN UNTUK MENINGKATKAN BRAND AWARENESS,penelitian
Perancangan Ulang Visual Brand PT. Setiawan Bakti Jaya,penelitian
Perancangan User Interface Aplikasi Pemodelan Perangkat Lunak Menggunakan Metode User Centered Design,penelitian
PERANCANGAN VIDEO DIGITAL SEBAGAI MEDIA PROMOSI UNTUK MENGOPTIMALKAN SOSIAL MEDIA OGOS INDONESIA ,penelitian
PERANCANGAN VISUAL BRAND BANQUET GUMAYA TOWER HOTEL,penelitian
PERANCANGAN VISUAL BRANDING BASIC PHOTOGRAPHY DI KOTA SEMARANG,penelitian
PERANCANGAN VISUAL BRANDING LEKER 88 DI SEMARANG VISUAL BRANDING DESIGN OF LEKER 88 IN SEMARANG,penelitian
Perancangan Visual Branding Liana Bakery sebagai Upaya Meningkatkan Brand Awareness,penelitian
Perancangan Web Sebagai Media Penjualan Online Hasil Karya Mahasiswa Desain Komunikasi Visual-S1 Universitas Dian Nuswantoro,penelitian
Perancangan website badan narkotika nasional provinsi jawa tengah,penelitian
Perbandingan Efektivitas Naïve Bayes dan SVM dalam Menganalisis Sentimen Kebencanaan di Youtube,penelitian
Perbandingan Efektivitas Naïve Bayes dan SVM dalam Menganalisis Sentimen Kebencanaan di Youtube,penelitian
Perbandingan Efektivitas Naïve Bayes dan SVM dalam Menganalisis Sentimen Kebencanaan di Youtube,penelitian
Perbandingan Metode Naïve Bayes dan Support Vector Machine Pada Klasifikasi 22 Bahasa Daerah,penelitian
Perbandingan Metode Peramalan ARIMA dan Single Exponential Smoothing pada Kasus Kejadian Demam Berdarah Dengue di Kota Semarang,penelitian
Perbandingan Metode Peramalan ARIMA dan Single Exponential Smoothing pada Kasus Kejadian Demam Berdarah Dengue di Kota Semarang,penelitian
Perencanaan Komunikasi Berbasis Internet pada Kementerian Agama Provinsi Jawa Tengah,penelitian
Perencanaan Komunikasi Berbasis Internet pada Kementerian Agama Provinsi Jawa Tengah,penelitian
Perencanaan Strategis Sistem Informasi Sumber Daya Manusia Pada PT. BPR Artha Tanah Mas Semarang,penelitian
Performance analysis of face recognition using eigenface approach,penelitian
Performance Comparison of k-Nearest Neighbor Algorithm with Various k Values and Distance Metrics for Malware Detection,penelitian
Performance Evaluation of Classifiers for Predicting Infection Cases of Dengue Virus Based on Clinical Diagnosis Criteria,penelitian
Performance Evaluation of Linear Regression Algorithm in Cluster Environment,penelitian
Performance Evaluation of Random Forest Algorithm in Cluster Environment,penelitian
Performance Improvement of Random Forest Algorithm for Malware Detection on Imbalanced Dataset using Random Under-Sampling Method,penelitian
PERFORMANCE OF INCLUSIVE ONLINE MEDIA  FOR DISABILITY LITERATION AT KAMIBIJAK.COM,penelitian
PERFORMANCE OF K-MEANS CLUSTERING AND KNN CLASSIFIER IN FISH FEED SELLER DETERMINATION MODELS,penelitian
PERFORMANCE OF K-MEANS CLUSTERING AND KNN CLASSIFIER IN FISH FEED SELLER DETERMINATION MODELS,penelitian
Permainan Ular Tangga Sebagai Media Edukasi Seksualitas Remaja,penelitian
Persepsi Mahasiswa Terhadap Formatif Evaluation Model (FEM) Sebagai Model Evaluasi Pembelajaran Berbasis Learning Management System (LMS),penelitian
Persepsi terhadap Fujoshi di Media Sosial Twitter,penelitian
Persepsi User Experience Terhadap Aplikasi Pesan Antar Makanan Online (Studi Kasus Pengguna Aplikasi Madhang.id),penelitian
PESAN GENDER PADA RELIEF-RELIEF CANDI SUKUH FEMINISME MELALUI PENDEKATAN TUBUH DAN SEKS GENDER MESSAGES IN THE RELIEFS OF CANDI SUKUH FEMINISM BY APPROACHES OF BODY AND SEX,penelitian
Pola Beli Konsumen Menggunakan Algoritma Fp-Growth Untuk Rekomendasi Promosi Pada Aneka Jaya Motor,penelitian
POLA INTERAKSI SOSIAL MAHASISWA DALAM PROSES KOMUNIKASI BELAJAR E-ELEARNING KULINO,penelitian
POLA KOMUNIKASI PELATIH DALAM MEMBINA ATLET TAEKWONDO BERPRESTASI,penelitian
Pola Penyusunan Pesan Di Media Instagram Terkait Destinasi Wisata Semarang Dimasa Pandemi Covid-19,penelitian
Prediction of Catfish Yield To Fulfill Community Needs Using Multiple Linear Regression Algorithm Method,penelitian
Prediction of Corrosion Inhibition Efficiency Based on Machine Learning for Pyrimidine Compounds A Comparative Study of Linear and Non-linear Algorithms,penelitian
Prediction of Corrosion Inhibition Efficiency Based on Machine Learning for Pyrimidine Compounds: A Comparative Study of Linear and Non-linear Algorithms,penelitian
Prediction of Feed Quantity Using Multiple Linear Regression Algorithm for Clarias Farming,penelitian
Prediction of LQ45 Index in Indonesia Stock Exchange: A Comparative Study of Machine Learning Techniques,penelitian
"Prediction of Sleep Disorders Based on Occupation and Lifestyle Performance Comparison of Decision Tree, Random Forest, and Naïve Bayes Classifie",penelitian
"Prediction of Sleep Disorders Based on Occupation and Lifestyle: Performance Comparison of Decision Tree, Random Forest, and Naïve Bayes Classifier",penelitian
Prediction on Deposit Subscription of Customer based on  Bank  Telemarketing  using  Decision  Tree  with Entropy Comparison ,penelitian
Prediction on deposit subscription of customer based on bank telemarketing using Decision Tree with entropy comparison,penelitian
Prediksi Banjir Berdasarkan Indeks Curah Hujan Menggunakan Deep Neural Network (DNN),penelitian
Prediksi Banjir Berdasarkan Indeks Curah Hujan Menggunakan Deep Neural Network (DNN),penelitian
Prediksi Banjir Berdasarkan Indeks Curah Hujan Menggunakan Deep Neural Network (DNN),penelitian
PREDIKSI HARGA KEDELAI LOKAL DAN KEDELAI IMPOR DENGAN METODE SUPPORT VECTOR MACHINE BERBASIS FORWARD SELECTION,penelitian
PREDIKSI JUMLAH PRODUKSI AIR PDAM MENGGUNAKAN METODE ANN DENGAN OPTIMASI PSO,penelitian
Prediksi Kata Kasar Berbahasa Indonesia menggunakan Machine Learning Berbasis Mobile Infrastructure,penelitian
Prediksi Komoditas Pangan Pada Masa Pandemi Dengan Metode Forecasting dan Moving Average,penelitian
Prediksi Pendapatan Penjualan Obat Menggunakan Metode Backpropagation Neural Network dengan Algoritma Genetika Sebagai Seleksi Fitur,penelitian
Prediksi Rentet Waktu Jumlah Penumpang Bandara Menggunakan Algoritma Neural Network Berbasis Genetic Algorithm,penelitian
Prediksi Sentimen Masyarakat Terhadap Penggunaan Vaksin Covid 19 Menggunakan RNN,penelitian
Prioritas Pengemudi Untuk Kenyamanan Layanan Penumpang di Lingkungan Akademik Berbasis K-Nearest Neighbor,penelitian
"Producing Radio Programs, Mainstreaming Gender Equity: A Case Study of Radio Sonora Semarang",penelitian
Produksi Media Pembelajaran dalam Penerapan Profil Pelajar Pancasila dengan Pendekatan Komunikasi Partisipatif,penelitian
Produksi Media Pembelajaran dalam Penerapan Profil Pelajar Pancasila dengan Pendekatan Komunikasi Partisipatif,penelitian
Produksi Media Pembelajaran dalam Penerapan Profil Pelajar Pancasila dengan Pendekatan Komunikasi Partisipatif,penelitian
Promosi Budaya Dugderan Melalui Konten Akun@ Disbudparkotasemarang Sebagai Promosi Wisata Kota Semarang,penelitian
Promosi Budaya Dugderan Melalui Konten Akun@ Disbudparkotasemarang Sebagai Promosi Wisata Kota Semarang,penelitian
Prototipe Pengaman Kebakaran Rumah Menggunakan Thermal Camera,penelitian
Prototype Sistem Pendiagnosa Penyakit dan Hama Tanaman Bawang Merah di Kabupaten Brebes dengan Metode Fuzzy Tsukamoto,penelitian
Public Satisfaction with The Performance of The Government of Joko Widodo–Jusuf Kalla,penelitian
PUBLIKASI PEMBERITAAN DALAM PEMBENTUKAN CITRA LEMBAGA,penelitian
Purwarupa Sistem Pemilihan Umum Elektronik dengan Pemanfaatan Protokol Ethereum pada Teknologi Blockchain,penelitian
Push Notification Using Firebase Cloud Messaging (FCM) on Employee Attendance Application,penelitian
QUERY OPTIMIZATION ON DISTRIBUTED HEALTH DATABASE DBD FOR SUPPORTING DATA CENTER WITH MATERIALIZED VIEW AND MINIMIZING ATTRIBUTE INVOLVEMENT,penelitian
QUERY OPTIMIZATION ON DISTRIBUTED HEALTH DATABASE DBD FOR SUPPORTING DATA CENTER WITH MATERIALIZED VIEW AND MINIMIZING ATTRIBUTE INVOLVEMENT,penelitian
Rabbit Type Classification Using Multi-SVM Based on Feature Extraction,penelitian
Rabbit Type Classification Using Multi-SVM Based on Feature Extraction,penelitian
Rancang  Bangun  Sistem  Inventory  Gudang  Menggunakan Metode  Waterfall  (Studi  Kasus  Di  CV.  Aqualux  Duspha  Abadi Kudus Jawa Tengah) ,penelitian
Rancang Bangun Aplikasi Sistem Informasi Geografis Objek Wisata dan Kuliner di Kabupaten Kudus Berbasis Smartphone Android,penelitian
RANCANG BANGUN E-COMMERCE SEBAGAI MEDIA PROMOSI DIGITAL DALAM MENUNJANG PENINGKATAN PENJUALAN BERBASIS WEB MOBILE,penelitian
Rancang Bangun Sistem Informasi Pengelolaan Berita pada PT TV Kampus Udinus Semarang,penelitian
Rancang Bangun Sistem Informasi Penjualan Bulu Mata Berbasis Website Dengan Metode Waterfall Pada CV. Cantika Purbalingga,penelitian
Rancang Bangun Sistem Informasi Penjualan Bulu Mata Berbasis Website Dengan Metode Waterfall Pada CV. Cantika Purbalingga,penelitian
Rancang Bangun Sistem Informasi Penjualan Bulu Mata Berbasis Website Dengan Metode Waterfall Pada CV. Cantika Purbalingga,penelitian
RANCANG BANGUN SISTEM PENDATAAN PEDAGANG PADA DINAS PASAR KOTA SEMARANG BAGIAN PEDAGANG KREATIF LAPANGAN (PKL) DENGAN PERCETAKAN SURAT IJIN JUALAN MENGGUNAKAN FREE PORTABLE DOCUMENT FORMAT (FPDF),penelitian
Rancang Bangun Sistem Pengelolaan Aset Ilmiah Digital Pada Perpustakaan Perguruan Tinggi,penelitian
Rancang Bangun Sistem Try Out Berbasis Paperless untuk Evaluasi Hasil Belajar Siswa dengan MVC,penelitian
Red Onion Customer Relationship Management System Business Process Design Using BPR LC Method,penelitian
Red Onion Customer Relationship Management System Business Process Design Using BPR LC Method,penelitian
Redesign  Website  Media  Pendidikan  Keluarga  Menggunakan Metode Design Thinking dan Skala Kegunaan Sistem ,penelitian
Redesigning Family Education Media Website Using Design Thinking Method and System Usability Scale,penelitian
REFERENSI PENUGASAN TENAGA TEKNISI PADA PENANGANAN VARIAN KERUSAKAN MENGGUNAKAN DECISION SUPPORT SYSTEM,penelitian
Refleksi Citra Universitas Dian Nuswantoro Melalui Unggahan di Akun@ udinus_smg,penelitian
Representasi Citra Diri Keanu Sebagai Influencer Melalui Instagram @keanuagl,penelitian
Representasi Citra Perempuan Dalam Film Televisi Crazy Not Rich Mentog di Warteg.pdf,penelitian
REPRESENTASI CYBER SOCIETY DALAM FILM “SEARCHING”,penelitian
RESEPSI PENONTON TERHADAP BODY SHAMING PADA FILM WARKOP DKI REBORN JANGKRIK BOSS! PART 1,penelitian
Reservasi Mobile Rawat Jalan Rumah Sakit Telogorejo Semarang di Rumah Sakit Telogorejo Semarang,penelitian
Review of automatic text summarization techniques & methods,penelitian
Review of automatic text summarization techniques & methods,penelitian
Review of automatic text summarization techniques & methods,penelitian
Review on integration of ontology and deep learning in cultural heritage image retrieval,penelitian
Revitalisasi Desain Iluminasi Pada Naskah Jawa Kuno Di Museum Radya Pustaka Surakarta,penelitian
Reward Dinamis Untuk Aktivitas Discovery Dalam Game Edukasi Menggunakan Logika Fuzzy,penelitian
RFM Analysis for Customer Lifetime Value with PARETO atau NBD Model in Online Retail Dataset,penelitian
RFM Analysis for Customer Lifetime Value with PARETO/NBD Model in Online Retail Dataset,penelitian
RFM Analysis for Customer Lifetime Value with PARETO/NBD Model in Online Retail Dataset,penelitian
RFM Analysis for Customer Lifetime Value with PARETO/NBD Model in Online Retail Dataset,penelitian
RFM Analysis for Customer Lifetime Value with PARETONBD Model in Online Retail Dataset,penelitian
Robustness Improvement Against a Non-Geometrical Attacks of Lifting Scheme-Based Image Watermarking through Singular Value and Schur Decompositions,penelitian
Roh yang tak kunjung ke surga: konstruksi men-tahlilkan korban Pulung Gantung melalui film,penelitian
"Role of Agricultural Counselling Centre in the Development of Black Rice Programme in Central Java, Indonesia  ",penelitian
"Ruang Publik, Politik Identitas dan Kerumitan Komunikasi",penelitian
Rule-based interactive learning application model on how to play music instruments,penelitian
Rule-based Interactive Learning Application Model on How to Play Music Instruments,penelitian
Scrum Framework Implementation of Fish Mobile Auction Module in Pasar Iwak Marketplace,penelitian
Seam Cerving and Salient Detection for Thumbnail Photos,penelitian
Seam Cerving and Salient Detection for Thumbnail Photos,penelitian
Second Order Statistical Method for Breast Thermal Images Classification,penelitian
Securing Text Messages using the Beaufort-Vigenere Hybrid Method,penelitian
Securitary Text on Images with RC-128 Bit Synthric Key Encryption,penelitian
Security Text on Images with RC-128 Bit Symethric Key Encryption,penelitian
Seleksi Fitur dan Perbandingan Algoritma Klasifikasi untuk Prediksi Kelulusan Mahasiswa,penelitian
Seleksi Fitur Information Gain untuk Optimasi Klasifikasi Penyakit Tuberkulosis,penelitian
Selera Keindahan Warga Tionghoa di Semarang Studi Kasus Transformasi Fungsi Musik Hiburan ke Ritual,penelitian
Semantic segmentation of pendet dance images using multires U-Net architecture,penelitian
Sentiment Analysis Berbasis Algoritma Naïve Bayes Classsifier untuk Identifikasi Persepsi Masyarakat Terhadap ProdukLayanan Perusahaan,penelitian
Sentiment Analysis of Community Response Indonesia Against Covid-19 on Twitter Based on Negation Handling,penelitian
Sentiment Analysis of Community Response Indonesia Against Covid-19 on Twitter Based on Negation Handling,penelitian
Sentiment Analysis Of Public Comments On Licensing Services Seeks To Use The Naive Bayes Algorithm With Genetic Selection Algorithm,penelitian
Sentiment Analysis of Student Review in Learning Management System Based on Sastrawi Stemmer and SVM-PSO,penelitian
Sentiment Analysis of Student Review in Learning Management System Based on Sastrawi Stemmer and SVM-PSO,penelitian
Sentiment Analysis Optimization Using Vader Lexicon on Machine Learning Approach,penelitian
Serious game development of COVID-19 social distancing simulator using agent-based modelling,penelitian
Similarity-Design and Evaluation of Virtual Compression Testing Machine Based on Multilayer Perceptron for Vocational-Education Virtual Laboratory,penelitian
SIMULASI HACK VS CRACK:“GAME” PADA SMA NEGERI 3 SEMARANG,penelitian
SISTEM ABSENSI PEGAWAI BERBASIS RFID,penelitian
Sistem Administrasi Pendaftaran Peserta Didik Baru Berbasis Cash Basis Menggunakan Web Dinamis,penelitian
SISTEM COSTUMER SERVICE CERDAS MENGGUNAKAN METODE FUZZY STRING MATCHING PADA E-COMMERCE,penelitian
Sistem Deteksi Surel SPAM Dengan DNSBL Dan Support Vector Machine Pada Penyedia Layanan Mail Marketing,penelitian
Sistem Deteksi Surel SPAM Dengan DNSBL Dan Support Vector Machine Pada Penyedia Layanan Mail Marketing,penelitian
Sistem Informasi Fee Streamer Berbasis Web Pada Shark Agency Dengan Pendekatan Extreme Programming,penelitian
Sistem Informasi Fee Streamer Berbasis Web Pada Shark Agency Dengan Pendekatan Extreme Programming,penelitian
Sistem Informasi Klasifikasi Minat Siswa Terhadap Ekstrakurikuler Untuk Pembinaan Lomba Dengan Metode K-Means Clustering,penelitian
Sistem Informasi Manajemen Kepegawaian Penentuan Karyawan Terbaik Menggunakan Metode Analytical Hierarchy Process (AHP) Berbasis Web,penelitian
Sistem Informasi Pembayaran Administrasi Sekolah Berbasis Web dan Mobile pada MTS NU 17 Kyai Jogoreso,penelitian
Sistem Informasi Pendaftaran Sambungan Baru Perumda Air Minum Tirta Bening Kabupaten Pati,penelitian
Sistem Informasi Pengelolaan Data Pasien Rawat Jalan Puskesmas Halmahera Kota Semarang,penelitian
Sistem Informasi Penjualan Online Berbasis Web pada Toko Sari Tani Tegal,penelitian
Sistem Informasi Penjualan Online Berbasis Web pada Toko Sari Tani Tegal,penelitian
Sistem Pakar Diagnosa Penyakit Skizofrenia Dengan Forward Chaining Dan Bayesian Network,penelitian
Sistem Pakar Mengidentifikasi Kerusakan Pada Mesin Electronic Data Capture Ingenico Ict 250 Dengan Metode Forward Chaining,penelitian
Sistem Pencatatan Keuangan Sekolah Berbasis Vb. Net (Studi Kasus: Mts Nu Ungaran Kabupaten Semarang),penelitian
SISTEM PENDUKUNG KEPUTUSAN DENGAN C4. 5 DAN PARTICLE SWARM OPTIMIZATION UNTUK KLASIFIKASI SELEKSI MASUK CALON TARUNA PADA PENERIMAAN TARUNA BARU,penelitian
Sistem Pendukung Keputusan Pemilihan Bedak Wajah Dengan Metode Simple Additive Weighting (SAW),penelitian
Sistem Pendukung Keputusan Pemilihan Karyawan Baru dengan metode SAW (Simple Additive Weighting) Berbasis Web,penelitian
Sistem Pendukung Keputusan Rekrutmen Karyawan Dengan Menggunakan Metode Profile Matching Berbasis Web,penelitian
SISTEM PERMOHONAN IJIN BERBASIS WEBSITE MENGGUNAKAN FRAMEWORK LARAVEL DENGAN METODOLOGI SCRUM,penelitian
SISTEM PRESENSI KARYAWAN MENGGUNAKAN RASPBERRY DENGAN SENSOR FINGERPRINT DAN WEBCAM,penelitian
Sistem Rekomendasi Pembelian Smartphone berbasis Algoritma K-Means dan Singular Value Decomposition,penelitian
Sliding Modes Strategy Implementation for Controlling Nutrition in Hydroponics Based IoT,penelitian
"Some biological stock indicators of red bigeye (priacanthus macracanthus cuvier, 1829) in Palabuhanratu waters, Indonesia",penelitian
"Some indicators for assessing stock of golden rabbitfish (Siganus guttatus, Bloch 1787) in Wakatobi Waters, Southeast Sulawesi, Indonesia",penelitian
STB Sentiment Analysis Classification Multiclass Modeling Using Calibrated Classifier With SGDC Tuning As Basis and Sigmoid Method,penelitian
STB Sentiment Analysis Classification Multiclass Modeling Using Calibrated Classifier With SGDC Tuning As Basis and Sigmoid Method,penelitian
Stock Price Forecasting Using Univariate Singular Spectral Analysis through Hadamard Transform,penelitian
Stock Price Forecasting Using Univariate Singular Spectral Analysis through Hadamard Transform,penelitian
STRATEGI INOVASI E-COMMERCE DALAM MENGHADAPI GLOBALISASI (STUDI KASUS JD. ID),penelitian
STRATEGI INOVASI E-COMMERCE DALAM MENGHADAPI GLOBALISASI (STUDI KASUS JD. ID),penelitian
STRATEGI INOVASI E-COMMERCE DALAM MENGHADAPI GLOBALISASI (STUDI KASUS JD. ID),penelitian
Strategi Komunikasi Bimbingan Perkawinan dalam Pencegahan Kasus Stunting di Kabupaten Temanggung,penelitian
STRATEGI KOMUNIKASI DALAM MENINGKATKAN PRESTASI ATLET PELATNAS TAEKWONDO INDONESIA,penelitian
Strategi Komunikasi Pemasaran Sales Force Tupperware  Sld. Kalyana Barra,penelitian
Strategi Media Relation Impala Network dalam Membangun Brand Awareness,penelitian
Strategi Nation Brand Sebagai Promosi Pariwisata Indonesia (Analisis Semiotika Video Wonderful Indonesia Versi The Journey of The World),penelitian
Strategi Penyusunan Pesan Instagram di Legitima Agensi terkait Kebutuhan Klien (studi kasus pada KNM Health Beauty),penelitian
STRATEGI PUBLIC RELATIONS DALAM MEMBANGUN BRAND IMAGE PADA HOTEL ARUSS SEMARANG,penelitian
Strategic Communication of Entrepreneurship Education for Digital Generation,penelitian
Studi Analisis Pemanfaatan Whatsapp dalam Pembelajaran Daring Akidah Akhlak pada Siswa Madrasah Aliyah,penelitian
Studi Visual Kemasan VS Cita Rasa Indonesia Pada Kemasan Produk Keripik Singkong Rasalokal,penelitian
Super Enkripsi Teks Kriptografi Menggunakan Algoritma Hill Cipher Dan Transposisi Kolom,penelitian
Support Vector Machine and Neural Network Algorithm Approach to Classifying Facial Expression Recognition,penelitian
Support Vector Machine and Neural Network Algorithm Approach to Classifying Facial Expression Recognition,penelitian
